"","age","sex","race","country","education","relationship","internet_freq","internet_freq_everyday","gender_male","education_tertiary","relationship_yes","country_ke","country_za","country_ng","completition_minute","total_attention","att_check01","att_check02","att_check03","attention_score","multiple_attempts","order_attempt","sex_educ_exp","attention","PE01","PE02","PE03","FC02","EE01","EE02","SI01","SI02","SI03","SI04","AT01","AT02","AT03","BIU01","BIU02","BII01","BII02","BII03","sexEd_pref","sexEd_acc"
"233",21,"Male","Black/African","Kenya","Tertiary/Higher","Not married: in a relationship ","Everyday",1,1,1,1,1,0,0,17.4,1,0,0,1,"1","1","1","No",0,4,6,6,4,6,6,5,6,6,5,5,4,5,5,5,4,5,5,"A public dedicated website","Neutral"
"234",23,"Female","Black/African","Kenya","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,1,0,0,11.8,3,1,1,1,"3","1","1","No",1,5,5,5,2,3,3,1,1,1,1,5,3,1,5,5,2,2,1,"Social media (Facebook)","Neutral"
"235",23,"Female","Black/African","Kenya","< Tertiary","Married/Living with Partner","Everyday",1,0,0,1,1,0,0,11.2,3,1,1,1,"3","1","1","Yes",1,6,6,6,4,4,5,4,5,5,5,5,5,5,5,6,5,5,5,"A public dedicated website","Acceptable"
"236",23,"Male","Black/African","Kenya","Tertiary/Higher","Not married: in a relationship ","Everyday",1,1,1,1,1,0,0,24.7,0,0,0,0,"0","1","1","No",0,3,3,4,7,7,5,5,5,5,5,7,4,4,7,4,4,4,4,"A public dedicated website","Slightly acceptable"
"237",24,"Male","Black/African","Kenya","Tertiary/Higher","Not married: in a relationship ","Everyday",1,1,1,1,1,0,0,10.1,3,1,1,1,"3","1","1","Yes",1,6,6,6,5,6,6,3,3,3,7,5,5,3,6,6,6,6,6,"A public dedicated website","Acceptable"
"238",18,"Male","Black/African","Kenya","Tertiary/Higher","Not married: in a relationship ","Sometimes",0,1,1,1,1,0,0,7.9,0,0,0,0,"0","1","1","Yes",0,7,6,7,7,7,7,1,1,1,1,1,1,5,7,7,7,7,7,"Mass Media (TV, Radio)","Acceptable"
"239",23,"Female","Black/African","Kenya","< Tertiary","Not married: in a relationship ","Sometimes",0,0,0,1,1,0,0,12.6,3,1,1,1,"3","1","1","No",1,5,5,5,3,5,4,5,3,4,5,5,5,5,5,5,5,5,5,"A public dedicated website","Slightly acceptable"
"240",24,"Female","Black/African","Kenya","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,1,0,0,13.5,0,0,0,0,"0","1","1","Yes",0,5,5,5,1,2,3,2,2,1,5,5,5,4,4,4,1,1,3,"A public dedicated website","Neutral"
"241",23,"Female","Black/African","Kenya","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,1,0,0,23.2,3,1,1,1,"3","1","1","No",1,7,7,7,5,6,6,5,5,5,5,7,6,5,5,5,5,5,5,"A public dedicated website","Perfectly Acceptable"
"242",19,"Male","Black/African","Kenya","Tertiary/Higher","Not married: not in relationship","Everyday",1,1,1,0,1,0,0,14.9,3,1,1,1,"3","1","1","No",1,7,7,7,6,6,6,5,4,5,6,5,5,6,5,5,5,5,5,"Social media (Whatsapp)","Perfectly Acceptable"
"243",23,"Female","Black/African","Kenya","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,1,0,0,14.3,3,1,1,1,"3","1","1","Yes",1,6,6,6,6,4,5,2,2,1,2,4,5,5,5,6,5,5,5,"Social media (Whatsapp)","Acceptable"
"244",20,"Female","Black/African","Kenya","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,1,0,0,11.8,0,0,0,0,"0","1","1","Yes",0,5,7,6,7,6,5,2,2,3,5,5,2,1,7,7,7,7,7,"Social media (Facebook)","Acceptable"
"245",19,"Male","Black/African","Kenya","Tertiary/Higher","Married/Living with Partner","Everyday",1,1,1,1,1,0,0,5.7,0,0,0,0,"0","1","1","No",0,3,5,5,7,5,3,3,5,4,4,5,3,4,4,5,5,3,5,"Mass Media (TV, Radio)","Unacceptable"
"246",21,"Female","Black/African","Kenya","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,1,0,0,6.2,0,0,0,0,"0","1","1","Yes",0,7,7,7,5,4,6,1,1,1,4,4,6,1,5,4,3,5,2,"Social media (Whatsapp)","Slightly acceptable"
"247",23,"Male","Black/African","Kenya","Tertiary/Higher","Not married: in a relationship ","Occasionally/Rarely",0,1,1,1,1,0,0,9.4,1,0,0,1,"1","1","1","No",0,6,5,7,5,5,4,4,3,3,2,4,4,3,5,5,5,5,5,"Mass Media (TV, Radio)","Slightly acceptable"
"248",21,"Male","Black/African","Kenya","Tertiary/Higher","Not married: in a relationship ","Everyday",1,1,1,1,1,0,0,12.4,1,0,0,1,"1","1","1","Yes",0,6,6,7,3,5,5,2,5,3,6,4,2,5,5,4,5,3,7,"A public dedicated website","Acceptable"
"249",22,"Male","Black/African","Kenya","< Tertiary","Not married: in a relationship ","Everyday",1,1,0,1,1,0,0,5.5,0,0,0,0,"0","1","1","Yes",0,7,7,6,4,7,5,3,2,2,2,3,3,2,6,5,6,7,7,"Social media (Whatsapp)","Perfectly Acceptable"
"250",20,"Male","Black/African","Kenya","Tertiary/Higher","Not married: in a relationship ","Everyday",1,1,1,1,1,0,0,8.5,0,0,0,0,"0","1","1","Yes",0,7,7,7,7,7,7,1,1,1,1,1,1,1,7,7,7,7,7,"Social media (Whatsapp)","Perfectly Acceptable"
"251",19,"Male","Others","Kenya","< Tertiary","Not married: not in relationship","Sometimes",0,1,0,0,1,0,0,13.8,3,1,1,1,"3","1","1","Yes",1,6,7,7,3,5,5,5,7,7,7,5,5,6,7,7,6,6,7,"Mass Media (TV, Radio)","Acceptable"
"252",21,"Female","Black/African","Kenya","Tertiary/Higher","Not married: not in relationship","Everyday",1,0,1,0,1,0,0,10.7,1,0,0,1,"1","1","1","Yes",0,5,7,5,5,5,5,1,1,3,5,5,5,5,5,7,7,7,5,"Social media (Twitter)","Acceptable"
"253",23,"Male","Black/African","Kenya","Tertiary/Higher","Not married: in a relationship ","Everyday",1,1,1,1,1,0,0,11.7,0,0,0,0,"0","1","1","Yes",0,6,7,7,6,7,7,5,5,5,5,6,5,5,7,7,7,7,7,"Social media (Facebook)","Acceptable"
"254",21,"Female","Black/African","Kenya","Tertiary/Higher","Not married: in a relationship ","Sometimes",0,0,1,1,1,0,0,13.5,1,1,0,0,"1","1","1","Yes",0,6,6,6,4,6,4,2,4,5,2,5,2,5,6,6,5,7,7,"Social media (Facebook)","Acceptable"
"255",23,"Female","Black/African","Kenya","Tertiary/Higher","Not married: not in relationship","Sometimes",0,0,1,0,1,0,0,15.4,3,1,1,1,"3","1","1","No",1,3,3,5,4,5,5,3,5,5,5,5,5,5,7,7,7,7,7,"A public dedicated website","Acceptable"
"256",24,"Male","Black/African","Kenya","Tertiary/Higher","Married/Living with Partner","Everyday",1,1,1,1,1,0,0,11,2,1,0,1,"2","1","1","No",1,6,5,5,5,6,6,3,2,3,3,2,2,3,5,6,5,5,6,"Social media (Facebook)","Acceptable"
"257",18,"Male","Black/African","Kenya","< Tertiary","Not married: not in relationship","Sometimes",0,1,0,0,1,0,0,9.7,3,1,1,1,"3","1","1","Yes",1,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,"Social media (Facebook)","Acceptable"
"258",19,"Female","Black/African","Kenya","< Tertiary","Not married: not in relationship","Sometimes",0,0,0,0,1,0,0,8.1,2,0,1,1,"2","1","1","Yes",1,7,7,7,5,6,5,5,5,4,5,4,4,3,6,6,6,6,5,"Social media (Facebook)","Perfectly Acceptable"
"259",22,"Female","Black/African","Kenya","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,1,0,0,18.9,3,1,1,1,"3","1","1","No",1,7,7,7,7,7,7,5,5,3,5,5,5,4,7,7,7,7,7,"Social media (Facebook)","Perfectly Acceptable"
"260",18,"Male","Black/African","Kenya","< Tertiary","Not married: not in relationship","Everyday",1,1,0,0,1,0,0,14.8,3,1,1,1,"3","1","1","No",1,7,7,7,4,5,5,6,4,4,4,5,7,5,5,5,5,5,5,NA,"Neutral"
"261",22,"Female","Black/African","Kenya","Tertiary/Higher","Not married: not in relationship","Everyday",1,0,1,0,1,0,0,13.5,0,0,0,0,"0","1","1","Yes",0,7,7,7,7,7,7,5,5,5,5,7,7,5,7,7,7,7,7,NA,"Perfectly Acceptable"
"262",22,"Female","Black/African","Kenya","< Tertiary","Not married: not in relationship","Everyday",1,0,0,0,1,0,0,17.6,3,1,1,1,"3","1","1","Yes",1,6,6,6,5,6,5,4,3,2,2,3,3,3,5,5,5,6,6,"Social media (Whatsapp)","Perfectly Acceptable"
"263",20,"Female","Black/African","Kenya","Tertiary/Higher","Not married: not in relationship","Everyday",1,0,1,0,1,0,0,15.7,1,0,0,1,"1","1","1","No",0,6,7,7,7,7,7,5,5,6,6,6,4,5,7,6,5,4,4,"Social media (Facebook)","Acceptable"
"264",23,"Male","Black/African","Kenya","Tertiary/Higher","Not married: in a relationship ","Everyday",1,1,1,1,1,0,0,19.3,3,1,1,1,"3","1","1","Yes",1,5,6,6,5,5,6,5,5,3,5,6,6,5,5,5,5,5,5,"Social media (Facebook)","Acceptable"
"265",19,"Female","Black/African","Kenya","< Tertiary","Not married: in a relationship ","Everyday",1,0,0,1,1,0,0,14.8,3,1,1,1,"3","1","1","Yes",1,7,6,6,3,6,6,4,4,4,5,5,6,5,5,6,5,5,5,"Social media (Facebook)","Acceptable"
"266",22,"Female","Black/African","Kenya","< Tertiary","Not married: not in relationship","Occasionally/Rarely",0,0,0,0,1,0,0,6.2,3,1,1,1,"3","1","1","Yes",1,6,6,6,5,4,5,3,3,3,5,4,4,5,5,5,5,5,5,"A public dedicated website","Acceptable"
"267",20,"Female","Black/African","Kenya","Tertiary/Higher","Not married: not in relationship","Everyday",1,0,1,0,1,0,0,11.7,3,1,1,1,"3","1","1","No",1,7,7,7,5,7,6,1,1,5,5,5,3,5,5,5,4,5,5,"Social media (Facebook)","Perfectly Acceptable"
"268",20,"Female","Black/African","Kenya","Tertiary/Higher","Not married: not in relationship","Everyday",1,0,1,0,1,0,0,7.3,1,0,0,1,"1","1","1","Yes",0,6,4,4,7,4,4,7,7,7,7,1,5,6,7,7,7,7,6,"A public dedicated website","Unacceptable"
"269",22,"Female","Black/African","Kenya","< Tertiary","Not married: not in relationship","Everyday",1,0,0,0,1,0,0,22.8,2,1,1,0,"2","1","1","No",1,7,7,7,5,7,6,3,4,5,5,6,5,5,5,5,3,5,5,"Mass Media (TV, Radio)","Perfectly Acceptable"
"270",22,"Male","Black/African","Kenya","< Tertiary","Not married: not in relationship","Everyday",1,1,0,0,1,0,0,13.9,3,1,1,1,"3","1","1","No",1,6,7,7,6,7,7,5,5,5,5,6,5,6,5,4,6,6,6,"Social media (Facebook)","Acceptable"
"271",22,"Female","Black/African","Kenya","Tertiary/Higher","Not married: not in relationship","Everyday",1,0,1,0,1,0,0,19.1,0,0,0,0,"0","1","1","Yes",0,7,7,7,5,5,5,4,4,4,5,6,5,5,5,7,7,6,6,"Mass Media (TV, Radio)","Perfectly Acceptable"
"272",19,"Female","Others","South Africa","< Tertiary","Not married: in a relationship ","Everyday",1,0,0,1,0,1,0,5.7,3,1,1,1,"3","1","1","No",1,5,4,5,5,3,4,1,2,2,4,4,2,5,4,5,5,4,3,"Social media (Instagram)","Acceptable"
"273",18,"Female","Black/African","Kenya","< Tertiary","Not married: in a relationship ","Everyday",1,0,0,1,1,0,0,14.3,3,1,1,1,"3","1","1","No",1,6,6,6,4,4,5,5,6,4,7,5,3,2,5,7,4,5,5,"A public dedicated website","Unacceptable"
"274",22,"Female","Black/African","Kenya","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,1,0,0,11.9,3,1,1,1,"3","1","1","Yes",1,6,6,6,5,4,4,5,5,1,2,5,5,4,2,6,4,4,4,"Social media (Facebook)","Acceptable"
"275",24,"Female","Black/African","Kenya","Tertiary/Higher","Married/Living with Partner","Sometimes",0,0,1,1,1,0,0,15.6,3,1,1,1,"3","1","1","Yes",1,7,7,7,7,7,7,5,5,5,7,7,3,7,7,7,7,7,7,"Social media (Facebook)","Perfectly Acceptable"
"276",20,"Female","Black/African","Kenya","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,1,0,0,9.7,2,1,0,1,"2","1","1","No",1,7,7,7,7,7,6,6,6,7,6,5,5,5,7,7,7,7,7,"Social media (Facebook)","Perfectly Acceptable"
"277",23,"Female","Black/African","Kenya","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,1,0,0,22.1,2,1,0,1,"2","1","1","Yes",1,7,7,7,5,6,5,5,4,4,5,5,4,4,5,5,5,4,5,"Social media (Whatsapp)","Perfectly Acceptable"
"278",24,"Male","Black/African","Kenya","< Tertiary","Married/Living with Partner","Occasionally/Rarely",0,1,0,1,1,0,0,17.9,3,1,1,1,"3","1","1","No",1,5,5,6,5,5,5,6,6,6,6,3,2,5,5,5,5,5,5,"Mass Media (TV, Radio)","Unacceptable"
"279",21,"Female","Black/African","Kenya","< Tertiary","Not married: not in relationship","Sometimes",0,0,0,0,1,0,0,29.3,3,1,1,1,"3","1","1","No",1,7,7,7,5,5,4,5,5,3,3,5,5,5,4,4,4,3,4,"Social media (Facebook)","Perfectly Acceptable"
"280",22,"Female","Black/African","Kenya","< Tertiary","Not married: in a relationship ","Everyday",1,0,0,1,1,0,0,22.5,3,1,1,1,"3","1","1","No",1,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"Social media (Facebook)","Perfectly Acceptable"
"281",22,"Female","Black/African","Kenya","Tertiary/Higher","Not married: not in relationship","Sometimes",0,0,1,0,1,0,0,10.6,3,1,1,1,"3","1","1",NA,1,4,5,5,5,5,5,3,3,3,5,5,5,4,4,4,5,5,5,"Social media (Whatsapp)","Slightly Unacceptable"
"282",22,"Female","Black/African","Kenya","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,1,0,0,13.4,3,1,1,1,"3","1","1","Yes",1,7,7,7,7,7,7,5,5,5,5,5,5,5,7,6,7,7,6,"Social media (Facebook)","Perfectly Acceptable"
"283",19,"Male","Black/African","Kenya","< Tertiary","Not married: not in relationship","Sometimes",0,1,0,0,1,0,0,15,2,1,0,1,"2","1","1","Yes",1,5,5,5,6,3,3,4,4,5,7,6,6,6,6,6,7,6,6,"A public dedicated website","Totally Unacceptable"
"284",20,"Female","Black/African","Kenya","< Tertiary","Not married: in a relationship ","Everyday",1,0,0,1,1,0,0,9.1,0,0,0,0,"0","1","1","No",0,7,7,7,7,7,7,1,1,1,1,1,1,1,7,7,7,7,7,"Social media (Facebook)","Perfectly Acceptable"
"285",21,"Female","Black/African","Kenya","Tertiary/Higher","Not married: not in relationship","Everyday",1,0,1,0,1,0,0,30,3,1,1,1,"3","1","1","No",1,5,5,4,5,4,4,3,4,4,5,5,4,5,5,5,4,4,5,"A public dedicated website","Slightly acceptable"
"286",20,"Female","Black/African","Kenya","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,1,0,0,32.5,2,1,0,1,"2","1","1","Yes",1,7,7,7,7,6,6,6,6,6,6,5,5,5,6,6,6,7,6,"Social media (Facebook)","Perfectly Acceptable"
"287",22,"Female","Black/African","Kenya","Tertiary/Higher","Not married: in a relationship ","Sometimes",0,0,1,1,1,0,0,11.8,3,1,1,1,"3","1","1",NA,1,6,6,6,3,4,4,4,3,3,5,5,4,3,5,6,5,4,4,"Social media (Facebook)","Acceptable"
"288",22,"Female","Black/African","South Africa","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,0,1,0,13.9,2,1,0,1,"2","1","1","Yes",1,7,7,7,5,6,5,5,6,5,5,5,5,5,5,5,5,5,5,"Social media (Facebook)","Perfectly Acceptable"
"289",19,"Female","Black/African","South Africa","< Tertiary","Not married: in a relationship ","Everyday",1,0,0,1,0,1,0,16.1,2,1,0,1,"2","1","1","Yes",1,7,7,7,7,7,7,6,6,6,7,6,7,5,7,7,7,7,7,"Social media (Whatsapp)","Perfectly Acceptable"
"290",20,"Male","Black/African","South Africa","Tertiary/Higher","Not married: in a relationship ","Everyday",1,1,1,1,0,1,0,4.8,0,0,0,0,"0","1","1","No",0,4,1,6,5,6,6,4,4,4,4,4,4,4,3,5,4,4,6,NA,NA
"291",19,"Female","Black/African","South Africa","< Tertiary","Not married: not in relationship","Sometimes",0,0,0,0,0,1,0,19.6,3,1,1,1,"3","1","1","No",1,5,7,7,5,4,5,4,6,4,7,6,7,5,5,5,5,5,6,"A public dedicated website","Perfectly Acceptable"
"292",20,"Female","Black/African","South Africa","< Tertiary","Not married: in a relationship ","Sometimes",0,0,0,1,0,1,0,10.2,3,1,1,1,"3","1","1","No",1,7,6,6,4,1,1,2,3,3,3,6,6,5,3,3,5,4,5,"Social media (Facebook)","Perfectly Acceptable"
"293",20,"Female","Black/African","South Africa","Tertiary/Higher","Not married: not in relationship","Everyday",1,0,1,0,0,1,0,17.3,3,1,1,1,"3","1","1","No",1,7,7,7,7,5,4,6,5,7,7,5,7,4,7,7,7,6,7,"Mass Media (TV, Radio)","Acceptable"
"294",22,"Male","Black/African","South Africa","Tertiary/Higher","Not married: in a relationship ","Everyday",1,1,1,1,0,1,0,10.3,1,0,0,1,"1","1","1","Yes",0,5,4,4,4,4,4,4,4,4,5,4,4,4,5,5,4,4,5,"A public dedicated website","Acceptable"
"295",18,"Male","Black/African","Kenya","< Tertiary","Not married: not in relationship","Everyday",1,1,0,0,1,0,0,16,3,1,1,1,"3","1","1","No",1,6,5,5,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,"Mass Media (TV, Radio)","Slightly acceptable"
"296",22,"Female","Black/African","Kenya","Tertiary/Higher","Not married: not in relationship","Everyday",1,0,1,0,1,0,0,11.6,0,0,0,0,"0","1","1","No",0,5,5,5,5,5,5,5,5,5,5,6,5,4,5,6,5,5,5,"Social media (Facebook)","Perfectly Acceptable"
"297",19,"Female","Black/African","Kenya","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,1,0,0,11.8,3,1,1,1,"3","1","1","Yes",1,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,"Social media (Whatsapp)","Perfectly Acceptable"
"298",22,"Female","Black/African","Kenya","< Tertiary","Married/Living with Partner","Sometimes",0,0,0,1,1,0,0,6.6,3,1,1,1,"3","1","1","Yes",1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"Social media (Facebook)","Perfectly Acceptable"
"299",24,"Male","Black/African","Kenya","< Tertiary","Not married: in a relationship ","Sometimes",0,1,0,1,1,0,0,15.4,0,0,0,0,"0","1","1","Yes",0,5,5,5,5,5,5,3,3,3,3,3,4,3,4,5,6,6,5,"A public dedicated website","Neutral"
"300",22,"Male","Black/African","Kenya","Tertiary/Higher","Not married: not in relationship","Everyday",1,1,1,0,1,0,0,10.8,0,0,0,0,"0","1","1","No",0,5,6,5,3,5,3,2,3,4,5,4,3,3,4,4,3,3,3,"Social media (Twitter)","Neutral"
"301",23,"Male","Black/African","Kenya","Tertiary/Higher","Not married: in a relationship ","Everyday",1,1,1,1,1,0,0,6.1,1,1,0,0,"1","1","1","Yes",0,6,6,6,4,6,6,2,3,4,3,2,2,3,6,4,6,4,5,"Social media (Facebook)","Acceptable"
"302",24,"Male","Black/African","Kenya","Tertiary/Higher","Not married: not in relationship","Sometimes",0,1,1,0,1,0,0,12.3,3,1,1,1,"3","1","1","No",1,5,6,5,6,6,6,5,4,4,5,5,5,4,5,5,6,6,4,"Social media (Facebook)","Acceptable"
"303",21,"Female","Black/African","Kenya","Tertiary/Higher","Not married: not in relationship","Everyday",1,0,1,0,1,0,0,18.7,3,1,1,1,"3","1","1","Yes",1,7,6,6,5,6,6,7,6,6,6,7,4,5,6,7,7,7,7,"Social media (Facebook)","Perfectly Acceptable"
"304",21,"Male","Black/African","Kenya","Tertiary/Higher","Not married: not in relationship","Sometimes",0,1,1,0,1,0,0,11.4,1,0,0,1,"1","1","1","No",0,7,7,6,5,7,5,5,4,4,5,4,5,3,4,4,4,4,4,"Mass Media (TV, Radio)","Slightly acceptable"
"305",23,"Female","Black/African","Kenya","Tertiary/Higher","Not married: not in relationship","Everyday",1,0,1,0,1,0,0,11.3,1,0,0,1,"1","1","1","Yes",0,7,7,7,7,6,7,5,5,5,6,5,5,5,7,7,7,7,7,"Social media (Facebook)","Acceptable"
"306",23,"Female","Black/African","Kenya","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,1,0,0,11.7,3,1,1,1,"3","1","1","Yes",1,7,7,7,6,6,7,3,5,2,3,5,5,5,7,7,7,7,6,"A public dedicated website","Perfectly Acceptable"
"307",20,"Female","Black/African","Kenya","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,1,0,0,12.8,3,1,1,1,"3","1","1","Yes",1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,"Social media (Facebook)","Perfectly Acceptable"
"308",20,"Male","Black/African","Kenya","< Tertiary","Not married: not in relationship","Everyday",1,1,0,0,1,0,0,12.3,3,1,1,1,"3","1","1","No",1,6,6,6,3,4,4,2,2,2,4,6,5,5,5,5,5,5,4,"Social media (Facebook)","Acceptable"
"309",23,"Female","Black/African","Kenya","Tertiary/Higher","Not married: in a relationship ","Occasionally/Rarely",0,0,1,1,1,0,0,10.2,2,1,0,1,"2","1","1","No",1,6,6,6,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,"A public dedicated website","Acceptable"
"310",20,"Male","Black/African","Kenya","< Tertiary","Not married: not in relationship","Sometimes",0,1,0,0,1,0,0,12.1,0,0,0,0,"0","1","1","Yes",0,7,7,7,6,5,5,3,3,3,3,3,3,3,5,6,6,5,5,"Social media (Facebook)","Perfectly Acceptable"
"311",19,"Male","Black/African","Kenya","< Tertiary","Not married: in a relationship ","Sometimes",0,1,0,1,1,0,0,12.9,3,1,1,1,"3","1","1","No",1,6,6,6,6,5,5,2,5,5,5,5,5,5,7,7,7,7,7,"Mass Media (TV, Radio)","Perfectly Acceptable"
"312",18,"Male","Black/African","Kenya","< Tertiary","Not married: in a relationship ","Everyday",1,1,0,1,1,0,0,14.2,3,1,1,1,"3","1","1","No",1,5,5,5,5,6,6,5,5,5,5,6,5,5,6,7,6,6,6,"Social media (Facebook)","Acceptable"
"313",22,"Female","Black/African","Kenya","Tertiary/Higher","Not married: not in relationship","Everyday",1,0,1,0,1,0,0,12.3,0,0,0,0,"0","1","1","Yes",0,7,6,7,7,6,5,6,6,1,1,1,2,2,6,4,7,7,6,"Mass Media (TV, Radio)","Acceptable"
"314",22,"Female","Black/African","Kenya","< Tertiary","Married/Living with Partner","Everyday",1,0,0,1,1,0,0,23.2,1,0,0,1,"1","1","1","Yes",0,6,7,7,5,5,5,6,6,6,5,7,3,6,5,6,6,6,6,"Social media (Facebook)","Acceptable"
"315",24,"Male","Black/African","Kenya","Tertiary/Higher","Married/Living with Partner","Everyday",1,1,1,1,1,0,0,16.1,3,1,1,1,"3","1","1","Yes",1,7,7,7,7,7,7,6,7,6,7,7,7,7,7,7,7,7,7,"Social media (Facebook)","Perfectly Acceptable"
"316",24,"Male","Black/African","Kenya","Tertiary/Higher","Married/Living with Partner","Everyday",1,1,1,1,1,0,0,26.4,2,1,0,1,"2","1","1","Yes",1,5,4,4,5,7,6,5,5,2,1,7,6,7,7,7,7,7,7,"Social media (Facebook)","Acceptable"
"317",21,"Female","Black/African","South Africa","< Tertiary","Not married: in a relationship ","Everyday",1,0,0,1,0,1,0,18.3,1,0,0,1,"1","1","1","No",0,4,4,5,4,5,5,3,2,1,4,4,7,5,5,5,7,5,5,"Mass Media (TV, Radio)","Unacceptable"
"318",19,"Female","Black/African","South Africa","Tertiary/Higher","Not married: not in relationship","Occasionally/Rarely",0,0,1,0,0,1,0,27.2,3,1,1,1,"3","1","1","No",1,7,7,7,4,5,5,4,2,2,5,4,7,4,5,5,5,5,5,"Mass Media (TV, Radio)","Neutral"
"319",22,"Female","Black/African","South Africa","< Tertiary","Not married: in a relationship ","Everyday",1,0,0,1,0,1,0,8.3,0,0,0,0,"0","1","1","No",0,7,7,7,7,7,7,6,6,6,4,7,6,6,7,7,7,7,7,"A public dedicated website","Perfectly Acceptable"
"320",21,"Female","Others","South Africa","< Tertiary","Not married: not in relationship","Everyday",1,0,0,0,0,1,0,8.5,3,1,1,1,"3","1","1","No",1,7,6,6,5,6,4,4,5,3,3,5,5,4,6,6,6,6,6,"A public dedicated website","Acceptable"
"321",18,"Female","Black/African","South Africa","< Tertiary","Not married: not in relationship","Everyday",1,0,0,0,0,1,0,11,1,0,0,1,"1","2","1","No",0,7,7,7,7,5,5,6,6,6,6,6,6,7,7,7,7,7,4,"Social media (Whatsapp)","Acceptable"
"322",18,"Female","Black/African","South Africa","< Tertiary","Not married: not in relationship","Everyday",1,0,0,0,0,1,0,8.2,3,1,1,1,"3","2","2","No",1,7,7,7,5,1,1,7,7,7,7,1,7,7,7,7,7,7,4,"Social media (Instagram)","Acceptable"
"323",20,"Male","Black/African","South Africa","Tertiary/Higher","Not married: not in relationship","Everyday",1,1,1,0,0,1,0,15.2,2,0,1,1,"2","1","1","Yes",1,5,7,5,5,6,5,4,5,7,5,6,2,3,7,6,5,6,1,"Social media (Facebook)","Acceptable"
"324",19,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Everyday",1,1,1,0,0,0,1,9.5,3,1,1,1,"3","1","1","Yes",1,7,7,7,5,7,6,2,2,2,2,6,7,6,6,6,5,5,5,"Social media (Facebook)","Acceptable"
"325",18,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Everyday",1,1,1,0,0,0,1,14.7,2,0,1,1,"2","2","1","No",1,5,7,7,6,5,5,4,5,3,2,5,3,3,4,5,7,5,5,"Social media (Twitter)","Slightly acceptable"
"326",19,"Female","Black/African","Nigeria","< Tertiary","Not married: not in relationship","Everyday",1,0,0,0,0,0,1,10.3,3,1,1,1,"3","2","2","Yes",1,5,5,6,6,6,5,1,2,1,2,5,5,3,5,5,5,5,5,"A public dedicated website","Acceptable"
"327",19,"Female","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Everyday",1,0,1,0,0,0,1,10.7,3,1,1,1,"3","2","1","No",1,5,6,6,5,5,5,3,4,2,3,5,3,3,4,5,5,5,5,"Social media (Facebook)","Perfectly Acceptable"
"328",22,"Female","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Sometimes",0,0,1,0,0,0,1,18.8,3,1,1,1,"3","2","2","Yes",1,5,5,6,5,5,6,5,6,6,7,5,5,7,5,6,5,5,4,"Social media (Whatsapp)","Neutral"
"329",19,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: in a relationship ","Everyday",1,1,1,1,0,0,1,8.2,3,1,1,1,"3","2","1","Yes",1,6,7,6,4,7,5,3,2,1,4,5,5,3,4,5,5,5,4,"Social media (Whatsapp)","Acceptable"
"330",24,"Male","Black/African","Nigeria","Tertiary/Higher","Married/Living with Partner","Everyday",1,1,1,1,0,0,1,5.8,3,1,1,1,"3","2","2","No",1,6,6,5,6,4,6,2,3,4,3,4,4,2,6,4,5,6,7,"Social media (Instagram)","Acceptable"
"331",20,"Female","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Everyday",1,0,1,0,0,0,1,8.7,3,1,1,1,"3","1","1","No",1,7,7,4,3,4,3,3,3,4,4,5,5,2,4,5,5,5,4,"Social media (Twitter)","Acceptable"
